age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,emi_eligibility,max_monthly_emi,total_monthly_expenses,disposable_income,debt_to_income_ratio,expense_to_income_ratio,affordability_ratio,savings_ratio,employment_stability_score,credit_risk_score,financial_health_score,implied_current_emi_burden_ratio
27.0,Female,Married,Post Graduate,52100.0,Private,3.5,Mid-size,Own,0.0,4,3,2100.0,18600.0,2800.0,15000.0,8300.0,No,0.0,582.0,380000.0,127600.0,Education EMI,288000.0,8,Not_Eligible,2332.0,46800.0,5300.0,0.0,0.8982725527831094,0.1017274472168906,9.742802303262955,3.5,0.5127272727272727,0.67416367126156,0.0
48.0,Male,Married,Post Graduate,60500.0,Private,26.0,Startup,Own,0.0,3,2,0.0,0.0,6600.0,15200.0,7200.0,No,0.0,724.0,101800.0,55300.0,Home Appliances EMI,282000.0,18,Not_Eligible,12600.0,29000.0,31500.0,0.0,0.4793388429752066,0.5206611570247934,2.596694214876033,26.0,0.7709090909090909,0.6912066115702479,0.0
48.0,Male,Married,High School,18600.0,Private,0.5,MNC,Own,0.0,3,2,8700.0,0.0,1300.0,5400.0,2300.0,No,0.0,735.0,54600.0,26900.0,Education EMI,183000.0,43,Not_Eligible,500.0,17700.0,900.0,0.0,0.9516129032258064,0.0483870967741935,4.381720430107527,0.5,0.7909090909090909,0.7098533724340175,0.0
58.0,Female,Married,High School,54900.0,Government,19.9,MNC,Family,0.0,2,1,8300.0,0.0,3000.0,12600.0,10500.0,Yes,8300.0,850.0,325700.0,127500.0,Personal Loan EMI,279000.0,45,Not_Eligible,5636.4,42700.0,12200.0,0.151183970856102,0.7777777777777778,0.2222222222222222,8.255009107468124,23.88,0.85,0.7994444444444444,1.3387096774193548
58.0,Male,Married,Graduate,41300.0,Private,3.5,Mid-size,Rented,11000.0,2,1,0.0,0.0,4000.0,9100.0,5900.0,Yes,12100.0,700.0,195000.0,81200.0,Home Appliances EMI,56000.0,12,Not_Eligible,500.0,42100.0,-800.0,0.2929782082324455,1.019370460048426,-0.0193704600484261,6.687651331719128,3.5,0.5772727272727273,0.669307726172133,2.5928571428571425
32.0,Female,Married,Post Graduate,48600.0,Private,1.8,MNC,Own,0.0,5,4,2400.0,0.0,6700.0,12500.0,4200.0,No,0.0,597.0,94200.0,41900.0,E-commerce Shopping EMI,145000.0,14,Not_Eligible,7296.0,25800.0,22800.0,0.0,0.5308641975308642,0.4691358024691358,2.8004115226337447,1.8,0.54,0.6238518518518518,0.0
48.0,Male,Married,Graduate,18000.0,Government,14.2,Large Indian,Rented,5900.0,4,3,11600.0,0.0,1600.0,4800.0,3100.0,Yes,4000.0,659.0,30200.0,8900.0,E-commerce Shopping EMI,160000.0,17,Not_Eligible,500.0,31000.0,-13000.0,0.2222222222222222,1.7222222222222223,-0.7222222222222222,2.172222222222222,17.04,0.5027272727272727,0.3367070707070707,0.425
32.0,Male,Single,Graduate,61900.0,Private,0.8,MNC,Rented,15800.0,1,0,0.0,0.0,4600.0,9900.0,3300.0,Yes,11900.0,660.0,85100.0,45700.0,E-commerce Shopping EMI,148000.0,24,Not_Eligible,3673.6,45500.0,16400.0,0.1922455573505654,0.7350565428109854,0.2649434571890145,2.113085621970921,0.8,0.5045454545454545,0.5311374651196945,1.9297297297297296
32.0,Female,Married,Graduate,69200.0,Private,1.8,Large Indian,Rented,21000.0,3,2,11600.0,12100.0,4700.0,11200.0,8800.0,Yes,9900.0,711.0,458500.0,252100.0,Education EMI,94000.0,23,Not_Eligible,500.0,79300.0,-10100.0,0.1430635838150289,1.1459537572254337,-0.1459537572254335,10.26878612716763,1.8,0.5972727272727273,0.6499910667367315,2.4223404255319148
38.0,Male,Married,Graduate,21100.0,Private,0.6,Large Indian,Family,0.0,3,2,0.0,0.0,2000.0,5400.0,4000.0,Yes,3100.0,660.0,114200.0,40200.0,Personal Loan EMI,839000.0,15,Not_Eligible,1848.0,14500.0,6600.0,0.1469194312796208,0.6872037914691943,0.3127962085308057,7.317535545023697,0.6,0.5045454545454545,0.7139228780697975,0.0554231227651966
27.0,Male,Single,High School,40300.0,Private,5.0,Large Indian,Own,9147.0,2,1,11400.0,0.0,5800.0,8400.0,6800.0,No,0.0,647.0,30000.0,17800.0,Home Appliances EMI,138000.0,17,Not_Eligible,2528.0,41547.0,-1247.0,0.0,1.0309429280397022,-0.0309429280397022,1.186104218362283,5.0,0.6309090909090909,0.4542503947665238,0.0
32.0,Female,Married,Post Graduate,48600.0,Private,1.7,Mid-size,Rented,14200.0,3,2,5200.0,0.0,7200.0,12800.0,8600.0,Yes,11000.0,715.0,114800.0,62000.0,Education EMI,233000.0,42,Not_Eligible,500.0,59000.0,-10400.0,0.2263374485596707,1.213991769547325,-0.2139917695473251,3.637860082304527,1.7,0.6045454545454545,0.556836887392443,1.982832618025751
32.0,Female,Single,Graduate,41600.0,Private,0.5,Large Indian,Rented,7400.0,1,0,0.0,0.0,5600.0,11300.0,4900.0,No,0.0,709.0,261900.0,98900.0,Home Appliances EMI,206000.0,28,Not_Eligible,5456.0,29200.0,12400.0,0.0,0.7019230769230769,0.2980769230769231,8.673076923076923,0.5,0.7436363636363637,0.7827062937062936,0.0
38.0,Female,Married,Graduate,41800.0,Government,2.5,Startup,Rented,11900.0,3,2,0.0,0.0,3500.0,10200.0,5800.0,No,0.0,742.0,92600.0,32500.0,Vehicle EMI,769000.0,56,Not_Eligible,5200.0,31400.0,10400.0,0.0,0.7511961722488039,0.2488038277511961,2.992822966507177,3.0,0.8036363636363636,0.6704210526315789,0.0
38.0,Female,Married,Post Graduate,49700.0,Private,2.9,Mid-size,Own,0.0,2,1,0.0,11200.0,4400.0,8300.0,8200.0,Yes,10700.0,725.0,274800.0,85100.0,E-commerce Shopping EMI,78000.0,16,Not_Eligible,2415.0,42800.0,6900.0,0.2152917505030181,0.8611670020120724,0.1388329979879275,7.241448692152917,2.9,0.6227272727272727,0.7145847814157673,2.194871794871795
48.0,Female,Married,Graduate,42500.0,Private,26.0,Large Indian,Own,0.0,5,4,6500.0,0.0,3000.0,11500.0,5700.0,Yes,6800.0,665.0,132200.0,45800.0,Vehicle EMI,940000.0,35,Not_Eligible,3150.0,33500.0,9000.0,0.16,0.788235294117647,0.2117647058823529,4.188235294117647,26.0,0.5136363636363637,0.6477379679144385,0.2531914893617021
27.0,Female,Single,Post Graduate,39700.0,Government,0.8,Large Indian,Family,0.0,2,1,0.0,0.0,5300.0,8700.0,4600.0,Yes,8700.0,731.0,293400.0,62100.0,Home Appliances EMI,221000.0,13,Not_Eligible,4774.0,27300.0,12400.0,0.2191435768261964,0.6876574307304786,0.3123425692695214,8.954659949622167,0.96,0.6336363636363637,0.7525594229448134,0.5117647058823529
48.0,Female,Married,Post Graduate,42700.0,Private,0.5,MNC,Rented,10000.0,3,2,13100.0,0.0,4100.0,11400.0,4500.0,No,0.0,614.0,48800.0,17200.0,Personal Loan EMI,519000.0,21,Not_Eligible,500.0,43100.0,-400.0,0.0,1.009367681498829,-0.009367681498829,1.5456674473067915,0.5,0.5709090909090909,0.4621392378113689,0.0
38.0,Female,Married,Graduate,101800.0,Private,0.5,MNC,Rented,27200.0,3,2,11900.0,0.0,9800.0,22700.0,8400.0,Yes,12600.0,604.0,473300.0,223500.0,Vehicle EMI,1486000.0,75,Not_Eligible,2060.8,92600.0,9200.0,0.1237721021611002,0.9096267190569745,0.0903732809430255,6.844793713163065,0.5,0.4027272727272727,0.6388928380067869,0.635935397039031
58.0,Female,Married,High School,31700.0,Private,17.7,MNC,Own,0.0,4,3,0.0,0.0,4700.0,6200.0,6000.0,Yes,5800.0,616.0,19700.0,8900.0,Home Appliances EMI,254000.0,12,Not_Eligible,2016.0,22700.0,9000.0,0.1829652996845426,0.7160883280757098,0.2839116719242902,0.9022082018927444,17.7,0.4245454545454545,0.4382784628620591,0.274015748031496
38.0,Female,Married,Post Graduate,98800.0,Private,10.9,Large Indian,Rented,31100.0,3,2,2700.0,18100.0,13400.0,22700.0,14000.0,Yes,13600.0,623.0,227500.0,135300.0,Vehicle EMI,343000.0,27,Not_Eligible,500.0,115600.0,-16800.0,0.1376518218623481,1.1700404858299596,-0.1700404858299595,3.672064777327935,10.9,0.4372727272727272,0.5174976076555025,1.0705539358600582
38.0,Male,Married,Post Graduate,19500.0,Self-employed,8.8,Large Indian,Family,0.0,3,2,6800.0,13900.0,1900.0,3800.0,1700.0,No,0.0,759.0,22900.0,10700.0,Vehicle EMI,392000.0,84,Not_Eligible,500.0,28100.0,-8600.0,0.0,1.441025641025641,-0.441025641025641,1.7230769230769232,7.040000000000001,0.8345454545454546,0.4655431235431235,0.0
38.0,Male,Married,Graduate,75900.0,Self-employed,2.7,Mid-size,Rented,19800.0,4,3,5100.0,0.0,8000.0,15100.0,12400.0,Yes,11400.0,629.0,184400.0,103000.0,Personal Loan EMI,714000.0,51,Not_Eligible,1033.2,71800.0,4100.0,0.150197628458498,0.9459815546772068,0.0540184453227931,3.7865612648221343,2.16,0.4481818181818181,0.5724519104084321,0.8142857142857143
48.0,Female,Married,Post Graduate,86600.0,Government,0.7,Mid-size,Rented,18900.0,4,3,0.0,24300.0,4900.0,17400.0,11200.0,No,0.0,793.0,236100.0,71200.0,Personal Loan EMI,453000.0,34,Not_Eligible,5940.0,76700.0,9900.0,0.0,0.8856812933025404,0.1143187066974595,3.548498845265589,0.84,0.8963636363636364,0.7046827629645182,0.0
27.0,Female,Single,Graduate,88900.0,Private,3.3,MNC,Rented,15300.0,2,1,3500.0,23700.0,4800.0,22000.0,9200.0,Yes,16600.0,639.0,528100.0,124900.0,Personal Loan EMI,111000.0,36,Not_Eligible,500.0,95100.0,-6200.0,0.186726659167604,1.0697412823397074,-0.0697412823397075,7.3453318335208095,3.3,0.4663636363636363,0.6259608344411494,5.383783783783784
32.0,Female,Married,High School,37300.0,Private,0.5,MNC,Own,0.0,3,2,0.0,0.0,4400.0,7000.0,3500.0,No,0.0,728.0,140100.0,82500.0,Vehicle EMI,1437000.0,52,Not_Eligible,8960.0,14900.0,22400.0,0.0,0.3994638069705093,0.6005361930294906,5.967828418230563,0.5,0.7781818181818182,0.8535617840604435,0.0
32.0,Female,Married,Graduate,54800.0,Government,1.2,Mid-size,Rented,8800.0,4,3,0.0,20200.0,4300.0,16000.0,4600.0,No,0.0,774.0,395200.0,221000.0,Personal Loan EMI,87000.0,48,Not_Eligible,594.0,53900.0,900.0,0.0,0.9835766423357664,0.0164233576642335,11.244525547445257,1.44,0.8618181818181818,0.7618301260783013,0.0
27.0,Female,Single,Post Graduate,48200.0,Private,0.5,MNC,Rented,14700.0,2,1,0.0,0.0,7100.0,11400.0,6300.0,No,0.0,653.0,67300.0,37600.0,Vehicle EMI,238000.0,69,Not_Eligible,2784.0,39500.0,8700.0,0.0,0.8195020746887967,0.1804979253112033,2.176348547717842,0.5,0.6418181818181818,0.5592259524707658,0.0
32.0,Female,Single,Graduate,51600.0,Private,7.2,Mid-size,Own,0.0,2,1,0.0,12300.0,3000.0,10900.0,3300.0,No,0.0,666.0,130800.0,66900.0,Education EMI,350000.0,9,Not_Eligible,11050.0,29500.0,22100.0,0.0,0.5717054263565892,0.4282945736434108,3.8313953488372094,7.2,0.6654545454545454,0.7151789992952783,0.0
27.0,Male,Single,Post Graduate,33300.0,Private,0.8,Mid-size,Rented,10600.0,3,2,10000.0,24300.0,4600.0,5500.0,1800.0,No,0.0,592.0,148300.0,49800.0,Home Appliances EMI,56000.0,8,Not_Eligible,500.0,56800.0,-23500.0,0.0,1.7057057057057057,-0.7057057057057057,5.948948948948949,0.8,0.5309090909090909,0.518131586131586,0.0
58.0,Male,Married,High School,44500.0,Government,1.1,Large Indian,Rented,7600.0,3,2,13800.0,25000.0,3100.0,12200.0,7100.0,No,0.0,750.0,206200.0,99500.0,Personal Loan EMI,648000.0,17,Not_Eligible,500.0,68800.0,-24300.0,0.0,1.5460674157303371,-0.5460674157303371,6.869662921348315,1.32,0.8181818181818182,0.636241062308478,0.0
32.0,Male,Married,Professional,45600.0,Private,1.4,Startup,Rented,13400.0,2,1,0.0,21400.0,6300.0,8600.0,5500.0,No,0.0,608.0,262000.0,57100.0,Vehicle EMI,1497000.0,20,Not_Eligible,500.0,55200.0,-9600.0,0.0,1.2105263157894737,-0.2105263157894736,6.99780701754386,1.4,0.56,0.6258947368421053,0.0
58.0,Male,Married,Post Graduate,47800.0,Private,12.1,Large Indian,Family,0.0,2,1,0.0,0.0,3100.0,14000.0,3500.0,No,0.0,694.0,152100.0,67900.0,Personal Loan EMI,459000.0,28,Not_Eligible,13600.0,20600.0,27200.0,0.0,0.4309623430962343,0.5690376569037657,4.602510460251046,12.1,0.7163636363636363,0.8048672499049068,0.0
48.0,Male,Married,Graduate,41100.0,Private,5.5,Small,Own,0.0,4,3,10800.0,14600.0,5000.0,11200.0,3300.0,No,0.0,787.0,119100.0,27400.0,Vehicle EMI,1482000.0,42,Not_Eligible,500.0,44900.0,-3800.0,0.0,1.0924574209245743,-0.0924574209245742,3.564476885644769,5.5,0.8854545454545455,0.6610134925901349,0.0
32.0,Female,Married,Graduate,45400.0,Private,8.3,Mid-size,Own,0.0,3,2,5000.0,18900.0,4300.0,8700.0,4300.0,Yes,10800.0,580.0,203200.0,77400.0,Personal Loan EMI,107000.0,14,Not_Eligible,500.0,52000.0,-6600.0,0.237885462555066,1.145374449339207,-0.145374449339207,6.180616740088106,8.3,0.359090909090909,0.5786523828594312,1.4130841121495326
58.0,Female,Married,Graduate,24000.0,Private,2.4,Mid-size,Rented,3800.0,3,2,7600.0,0.0,2600.0,6600.0,4000.0,Yes,4300.0,692.0,92900.0,24100.0,Home Appliances EMI,250000.0,23,Not_Eligible,500.0,28900.0,-4900.0,0.1791666666666666,1.2041666666666666,-0.2041666666666666,4.875,2.4,0.5627272727272727,0.6204848484848484,0.3956
58.0,Male,Married,High School,36700.0,Self-employed,31.5,MNC,Own,0.0,2,1,11400.0,0.0,2700.0,9600.0,4400.0,No,0.0,704.0,53700.0,23900.0,Personal Loan EMI,481000.0,57,Not_Eligible,3096.0,28100.0,8600.0,0.0,0.7656675749318801,0.2343324250681198,2.114441416893733,25.200000000000003,0.7345454545454545,0.5940966063908842,0.0
38.0,Female,Married,Post Graduate,95400.0,Self-employed,0.5,Large Indian,Own,0.0,4,3,6200.0,0.0,10800.0,16200.0,12000.0,Yes,15000.0,619.0,156700.0,70200.0,Personal Loan EMI,478000.0,29,Not_Eligible,7096.32,60200.0,35200.0,0.1572327044025157,0.6310272536687631,0.3689727463312369,2.378406708595388,0.4,0.4299999999999999,0.5454989517819706,0.910041841004184
38.0,Female,Married,High School,37900.0,Private,5.0,Large Indian,Rented,6000.0,4,3,11300.0,24500.0,2100.0,11100.0,4000.0,No,0.0,690.0,289400.0,168300.0,Vehicle EMI,1349000.0,22,Not_Eligible,500.0,59000.0,-21100.0,0.0,1.5567282321899736,-0.5567282321899736,12.076517150395778,5.0,0.7090909090909091,0.6013816262892779,0.0
27.0,Female,Single,High School,23600.0,Private,0.8,Large Indian,Rented,7200.0,3,2,0.0,0.0,2600.0,5600.0,3800.0,No,0.0,784.0,148300.0,85500.0,Personal Loan EMI,275000.0,51,Not_Eligible,2323.2,19200.0,4400.0,0.0,0.8135593220338984,0.1864406779661017,9.90677966101695,0.8,0.88,0.8012881355932204,0.0
32.0,Male,Single,Graduate,29600.0,Self-employed,0.5,MNC,Rented,7600.0,2,1,3500.0,10400.0,3100.0,6400.0,4200.0,Yes,5700.0,732.0,36700.0,19400.0,Vehicle EMI,938000.0,59,Not_Eligible,500.0,40900.0,-11300.0,0.1925675675675675,1.3817567567567568,-0.3817567567567567,1.8952702702702704,0.4,0.6354545454545454,0.4280012285012284,0.3585287846481876
48.0,Female,Married,Graduate,32700.0,Private,2.5,Mid-size,Family,5043.0,3,2,0.0,0.0,2100.0,5200.0,5400.0,Yes,7100.0,710.0,187400.0,83200.0,Education EMI,187000.0,39,Not_Eligible,4515.0,24843.0,7857.0,0.2171253822629969,0.7597247706422018,0.2402752293577981,8.275229357798166,2.5,0.5954545454545455,0.7266914095079233,1.4807486631016042
32.0,Male,Married,Professional,90600.0,Private,5.5,MNC,Own,0.0,3,2,2500.0,0.0,12900.0,19600.0,9000.0,No,0.0,850.0,543800.0,116200.0,Education EMI,470000.0,14,Not_Eligible,30756.0,44000.0,46600.0,0.0,0.4856512141280353,0.5143487858719646,7.28476821192053,5.5,1.0,0.9028697571743928,0.0
58.0,Male,Married,High School,66900.0,Private,13.0,Small,Rented,16500.0,4,3,9900.0,15400.0,6100.0,15700.0,4900.0,No,0.0,850.0,142400.0,62800.0,Education EMI,304000.0,24,Not_Eligible,500.0,68500.0,-1600.0,0.0,1.0239162929745889,-0.0239162929745889,3.067264573991032,13.0,1.0,0.6792526158445441,0.0
38.0,Female,Married,High School,43700.0,Government,1.8,Mid-size,Own,0.0,4,3,6500.0,0.0,6100.0,11000.0,5500.0,No,0.0,750.0,302100.0,169100.0,Personal Loan EMI,501000.0,34,Not_Eligible,9636.0,29100.0,14600.0,0.0,0.665903890160183,0.3340961098398169,10.782608695652174,2.16,0.8181818181818182,0.8122737674225089,0.0
27.0,Male,Single,Graduate,30400.0,Government,2.2,MNC,Rented,6900.0,3,2,8400.0,0.0,4000.0,8400.0,5300.0,No,0.0,828.0,69500.0,37800.0,Home Appliances EMI,93000.0,11,Not_Eligible,500.0,33000.0,-2600.0,0.0,1.0855263157894737,-0.0855263157894736,3.5296052631578947,2.64,0.96,0.6826710526315789,0.0
32.0,Male,Married,Post Graduate,35100.0,Private,4.5,Mid-size,Own,0.0,3,2,12900.0,0.0,5200.0,6300.0,6000.0,Yes,5400.0,649.0,113500.0,63200.0,Home Appliances EMI,69000.0,19,Not_Eligible,500.0,35800.0,-700.0,0.1538461538461538,1.01994301994302,-0.0199430199430199,5.034188034188034,4.5,0.4845454545454545,0.6413750323750324,1.4869565217391305
38.0,Female,Single,Professional,43000.0,Private,10.6,Mid-size,Family,0.0,3,2,0.0,0.0,4400.0,11200.0,4100.0,No,0.0,717.0,293800.0,143100.0,Vehicle EMI,1024000.0,60,Not_Eligible,12815.0,19700.0,23300.0,0.0,0.4581395348837209,0.541860465116279,10.16046511627907,10.6,0.7581818181818182,0.8358266384778013,0.0
32.0,Male,Married,Graduate,32500.0,Private,1.1,Large Indian,Rented,8500.0,2,1,8500.0,0.0,2500.0,9100.0,4600.0,Yes,8900.0,684.0,108000.0,33300.0,E-commerce Shopping EMI,129000.0,8,Not_Eligible,500.0,42100.0,-9600.0,0.2738461538461538,1.2953846153846154,-0.2953846153846154,4.347692307692308,1.1,0.5481818181818182,0.5662391608391608,0.5519379844961241
38.0,Female,Married,Graduate,25000.0,Private,1.7,Mid-size,Family,0.0,3,2,0.0,23400.0,3600.0,4700.0,4400.0,Yes,3900.0,597.0,18700.0,4300.0,E-commerce Shopping EMI,99000.0,9,Not_Eligible,500.0,40000.0,-15000.0,0.156,1.6,-0.6,0.92,1.7,0.39,0.2522,0.3545454545454545
27.0,Male,Single,Post Graduate,23400.0,Self-employed,1.7,MNC,Rented,8000.0,2,1,0.0,7200.0,3500.0,5200.0,2200.0,No,0.0,746.0,50600.0,11800.0,Education EMI,421000.0,17,Not_Eligible,500.0,26100.0,-2700.0,0.0,1.1153846153846154,-0.1153846153846153,2.6666666666666665,1.36,0.8109090909090909,0.5801958041958042,0.0
32.0,Male,Single,Graduate,20000.0,Self-employed,1.6,Mid-size,Own,0.0,3,2,12200.0,0.0,1400.0,3800.0,1800.0,No,0.0,850.0,116700.0,62600.0,E-commerce Shopping EMI,51000.0,16,Not_Eligible,500.0,19200.0,800.0,0.0,0.96,0.04,8.965,1.2800000000000002,1.0,0.808,0.0
48.0,Male,Married,Graduate,72300.0,Private,5.4,Startup,Own,0.0,3,2,0.0,10100.0,8600.0,17200.0,8500.0,No,0.0,658.0,100100.0,37700.0,Vehicle EMI,743000.0,12,Not_Eligible,11160.0,44400.0,27900.0,0.0,0.6141078838174274,0.3858921161825726,1.9059474412171509,5.4,0.6509090909090909,0.5868079969822708,0.0
32.0,Male,Single,Professional,30000.0,Government,2.8,Small,Rented,4800.0,1,0,0.0,0.0,2800.0,5400.0,5100.0,Yes,4000.0,732.0,142800.0,40200.0,Home Appliances EMI,212000.0,35,Not_Eligible,2765.0,22100.0,7900.0,0.1333333333333333,0.7366666666666667,0.2633333333333333,6.1,3.36,0.6354545454545454,0.7433030303030302,0.6603773584905661
32.0,Female,Single,Graduate,22900.0,Private,2.6,Small,Own,0.0,2,1,10600.0,0.0,1200.0,5400.0,2900.0,No,0.0,756.0,146400.0,31000.0,Personal Loan EMI,985000.0,22,Not_Eligible,1848.0,20100.0,2800.0,0.0,0.8777292576419214,0.1222707423580786,7.746724890829694,2.6,0.8290909090909091,0.7731814211988884,0.0
58.0,Male,Married,Graduate,81500.0,Private,5.4,Large Indian,Family,0.0,2,1,8000.0,0.0,11600.0,18300.0,8100.0,Yes,18600.0,606.0,554100.0,74000.0,E-commerce Shopping EMI,125000.0,3,Not_Eligible,5205.2,64600.0,16900.0,0.2282208588957055,0.7926380368098159,0.207361963190184,7.706748466257669,5.4,0.4063636363636363,0.6633814835471277,0.4464
27.0,Male,Single,Graduate,39900.0,Private,0.5,MNC,Family,0.0,2,1,0.0,0.0,4100.0,6700.0,4000.0,No,0.0,785.0,46000.0,19700.0,Education EMI,142000.0,6,Not_Eligible,9638.4,14800.0,25100.0,0.0,0.3709273182957393,0.6290726817042607,1.6466165413533835,0.5,0.8818181818181818,0.6891569833675096,0.0
32.0,Male,Married,Post Graduate,45400.0,Self-employed,0.5,Mid-size,Rented,14500.0,3,2,6400.0,0.0,2500.0,12000.0,2600.0,Yes,11200.0,582.0,69500.0,29700.0,Personal Loan EMI,81000.0,51,Not_Eligible,500.0,49200.0,-3800.0,0.2466960352422907,1.0837004405286343,-0.0837004405286343,2.185022026431718,0.4,0.3627272727272727,0.423179415298358,7.051851851851851
48.0,Female,Married,Post Graduate,74800.0,Private,4.4,Mid-size,Rented,22200.0,4,3,13900.0,8400.0,5200.0,20400.0,6600.0,No,0.0,695.0,155000.0,43900.0,Vehicle EMI,774000.0,82,Not_Eligible,500.0,76700.0,-1900.0,0.0,1.0254010695187166,-0.0254010695187165,2.659090909090909,4.4,0.7181818181818181,0.5699197860962567,0.0
48.0,Female,Married,Graduate,54800.0,Government,1.8,MNC,Family,0.0,2,1,0.0,0.0,5900.0,15700.0,5700.0,Yes,16300.0,726.0,86000.0,25700.0,Personal Loan EMI,690000.0,45,Not_Eligible,3136.0,43600.0,11200.0,0.2974452554744525,0.7956204379562044,0.2043795620437956,2.038321167883212,2.16,0.6245454545454545,0.5505388188453881,1.0630434782608695
32.0,Male,Married,Graduate,81400.0,Private,1.5,Startup,Rented,23100.0,3,2,5600.0,25000.0,8500.0,22400.0,13500.0,No,0.0,827.0,301000.0,66500.0,E-commerce Shopping EMI,139000.0,5,Not_Eligible,500.0,98100.0,-16700.0,0.0,1.2051597051597052,-0.2051597051597051,4.514742014742015,1.5,0.958181818181818,0.7173071253071253,0.0
38.0,Male,Married,Post Graduate,112500.0,Self-employed,16.0,Large Indian,Rented,26400.0,3,2,0.0,0.0,9100.0,33100.0,13800.0,No,0.0,747.0,214200.0,78900.0,Vehicle EMI,1192000.0,21,Not_Eligible,10836.0,82400.0,30100.0,0.0,0.7324444444444445,0.2675555555555555,2.6053333333333333,12.8,0.8127272727272727,0.653649292929293,0.0
38.0,Male,Married,Post Graduate,27900.0,Private,3.4,Mid-size,Own,0.0,2,1,9800.0,13800.0,3200.0,4500.0,1700.0,No,0.0,754.0,66700.0,37700.0,E-commerce Shopping EMI,65000.0,12,Not_Eligible,500.0,33000.0,-5100.0,0.0,1.1827956989247312,-0.1827956989247312,3.741935483870968,3.4,0.8254545454545454,0.6355933528836755,0.0
27.0,Male,Married,Graduate,63500.0,Private,0.5,Mid-size,Family,0.0,4,3,13000.0,0.0,4700.0,18600.0,7700.0,Yes,17000.0,602.0,243100.0,93600.0,Education EMI,293000.0,9,Not_Eligible,560.0,61000.0,2500.0,0.2677165354330709,0.9606299212598424,0.0393700787401574,5.3023622047244094,0.5,0.399090909090909,0.6276012884753042,0.5221843003412969
48.0,Male,Married,Graduate,59300.0,Private,4.8,Large Indian,Own,0.0,3,2,6900.0,12500.0,6400.0,10700.0,4600.0,Yes,14100.0,573.0,257800.0,122300.0,Education EMI,435000.0,44,Not_Eligible,1148.0,55200.0,4100.0,0.2377740303541315,0.9308600337268128,0.0691399662731871,6.409780775716695,4.8,0.3463636363636363,0.6177370841637283,1.4262068965517245
38.0,Female,Married,Graduate,51400.0,Self-employed,5.2,MNC,Own,0.0,4,3,14400.0,0.0,5200.0,11700.0,6400.0,Yes,14000.0,660.0,196000.0,97300.0,Personal Loan EMI,695000.0,14,Not_Eligible,500.0,51700.0,-300.0,0.2723735408560311,1.0058365758754864,-0.0058365758754863,5.706225680933852,4.16,0.5045454545454545,0.6501963211885391,0.2820143884892086
27.0,Male,Married,High School,56400.0,Private,1.6,MNC,Own,0.0,4,3,0.0,22300.0,3300.0,11300.0,3200.0,No,0.0,637.0,262800.0,121600.0,Personal Loan EMI,253000.0,57,Not_Eligible,6520.0,40100.0,16300.0,0.0,0.7109929078014184,0.2890070921985815,6.815602836879433,1.6,0.6127272727272727,0.7416196002578981,0.0
58.0,Female,Married,High School,39200.0,Private,6.6,MNC,Family,0.0,3,2,0.0,0.0,2800.0,10600.0,3800.0,No,0.0,764.0,196000.0,40500.0,Home Appliances EMI,150000.0,11,Not_Eligible,13200.0,17200.0,22000.0,0.0,0.4387755102040816,0.5612244897959183,6.033163265306122,6.6,0.8436363636363636,0.8653358070500927,0.0
38.0,Female,Married,Post Graduate,44700.0,Private,0.5,MNC,Own,0.0,3,2,10700.0,0.0,5500.0,13200.0,4600.0,No,0.0,624.0,99400.0,58000.0,Home Appliances EMI,146000.0,11,Not_Eligible,3424.0,34000.0,10700.0,0.0,0.7606263982102909,0.2393736017897091,3.521252796420581,0.5,0.5890909090909091,0.6358771608704495,0.0
32.0,Male,Married,Graduate,53100.0,Government,0.8,MNC,Rented,10200.0,2,1,0.0,0.0,7700.0,9300.0,9800.0,No,0.0,768.0,151100.0,85700.0,Vehicle EMI,1416000.0,69,Not_Eligible,9660.0,37000.0,16100.0,0.0,0.696798493408663,0.3032015065913371,4.459510357815443,0.96,0.850909090909091,0.7834836500599214,0.0
58.0,Female,Single,Graduate,66600.0,Private,0.5,Startup,Rented,19900.0,3,2,0.0,0.0,5400.0,12900.0,11500.0,Yes,10800.0,700.0,431200.0,136600.0,Home Appliances EMI,100000.0,22,Not_Eligible,1503.04,60500.0,6100.0,0.1621621621621621,0.9084084084084084,0.0915915915915916,8.525525525525525,0.5,0.5772727272727273,0.6915001365001365,2.3760000000000003
38.0,Male,Married,High School,72100.0,Government,1.2,Large Indian,Own,0.0,3,2,6500.0,22000.0,4800.0,21500.0,5200.0,Yes,15300.0,654.0,241300.0,86400.0,E-commerce Shopping EMI,114000.0,24,Not_Eligible,500.0,75300.0,-3200.0,0.2122052704576976,1.044382801664355,-0.044382801664355,4.545076282940361,1.44,0.4936363636363636,0.6119189257344597,3.221052631578947
